338, -0.749213
339, -0.716736
340, -0.68404
341, -0.651136
342, -0.618034
343, -0.584743
344, -0.551275
345, -0.517638
346, -0.483844
347, -0.449902
348, -0.415823
349, -0.381618
350, -0.347296
351, -0.312869
352, -0.278346
353, -0.243739
354, -0.209057
355, -0.174311
356, -0.139513
357, -0.104672
358, -0.069799
359, -0.0349048
360, -4.89859e-16
